구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
성북구|1540882128|성북동빵공장|2.4|88건|서울 성북구 대사관로 40 B동 1~3층|영업시간&매일 10:00 ~ 22:00|02-762-3450||#디저트카페 #데이트코스|메뉴 이름: SB 아메리카노 가격: 4,500&메뉴 이름: 스페셜티 아메리카노 가격: 5,500&메뉴 이름: 도피오 가격: 5,500&메뉴 이름: 카페라떼 가격: 6,500&메뉴 이름: 카푸치노 가격: 6,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5C6A37C13A1B4B72A87C5D793E66E861
성북구|7940056|수연산방|3.3|64건|서울 성북구 성북로26길 8|영업시간&수~금 11:30 ~ 18:00&토,일 11:30 ~ 22:00&수~금 라스트오더1 ~ 17:00&토,일 라스트오더2 ~ 21:00&휴무일&월,화요일|02-764-1736||#전통찻집 |메뉴 이름: 대추차 가격: 12,800&메뉴 이름: 송차 가격: 12,500&메뉴 이름: 레몬생강차 가격: 12,500&메뉴 이름: 유자생강차 가격: 12,500&메뉴 이름: 단호박빙수 가격: 13,500&메뉴 이름: 단호박아이스크림 가격: 12,500&|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2EFDB107B454C0296F1EFE6F5014FF7
성북구|824146965|블랑제메종북악|3.1|55건|서울 성북구 성북로 156|영업시간&매일 10:00 ~ 23:00|02-747-0305|www.instagram.com/maisonbukak|#디저트카페 #베이커리카페|메뉴 이름: 아메리카노 가격: 5,500&메뉴 이름: 카페 라떼 가격: 6,000&메뉴 이름: 플랫 화이트 가격: 6,000&메뉴 이름: 초콜릿 라떼 가격: 7,000&메뉴 이름: 루이보스 고지 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2B3F5E8E1AD944108EF1D90642C53D95
성북구|2072595213|해로커피|4.4|59건|서울 성북구 성북로 19-3 1층|영업시간&매일 11:00 ~ 22:00|02-6012-9871|www.instagram.com/haerocoffee|#커피전문점 #로스팅전문 #제로페이|메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 콜드브루 가격: 5,500&메뉴 이름: 아인슈페너 가격: 6,000&메뉴 이름: 크림초코 가격: 6,000&메뉴 이름: 크림말차 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCFF03E874F724FE9B3C63EDDBE038092
성북구|26488245|커피명가 안암점|4.2|27건|서울 성북구 안암로5길 40 java빌딩 1층|영업시간&월~금 09:00 ~ 22:00&토,일 09:30 ~ 21:00|02-928-0892|myungga.com|#카페 #제로페이|메뉴 이름: 아메리카노 가격: 4,300&메뉴 이름: 카페라떼 가격: 4,800&메뉴 이름: 리얼 쇼콜라 가격: 5,300&메뉴 이름: 레드 자몽티 가격: 5,300&메뉴 이름: 허니 레몬티 가격: 6,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F26621C3D54D489362E
성북구|27464878|알렉스더커피 성북점|3.2|29건|서울 성북구 성북로28길 9|영업시간&월~금 11:00 ~ 19:00&토,일 10:00 ~ 21:00||www.alexthecoffee.com|#커피전문점 #데이트코스 #야외정원 #필리핀음식 #제로페이|메뉴 이름: 블랙 페이더 가격: 7,000&메뉴 이름: 레드 페이더 가격: 7,000&메뉴 이름: 코코 가격: 6,000&메뉴 이름: 알렉사노 가격: 5,000&메뉴 이름: 아메리카노 가격: 5,000&메뉴 이름: 라떼 가격: 5,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F75A163830AAC4768B5C5DE53FE140E64
성북구|1742406210|폴드커피|4.5|32건|서울 성북구 종암로 214-3 1,2층|영업시간&월,수,목,금,토,일 12:00 ~ 22:00&월,수,목,금,토,일 라스트오더 ~ 21:30&휴무일&화요일|02-912-9946|www.instagram.com/pold_coffee|#카페 #감성카페 #제로페이|메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 폴드커피 가격: 5,500&메뉴 이름: 바질에이드 가격: 5,500&메뉴 이름: 라즈베리&로즈힙 가격: 4,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3F598966CB3D431C86CEAC4307A18C0E
성북구|13324245|죠셉의커피나무|4.1|21건|서울 성북구 성북로31길 65|영업시간&매일 11:30 ~ 22:00|02-741-1060||#커피전문점 #로스팅전문 #앤틱한 #핸드드립전문점 #제로페이|메뉴 이름: Ind.Mand 가격: 7,000&메뉴 이름: J. 블루마운틴(ICE) 가격: 16,000&메뉴 이름: 우롱 밀크티(ICE) 가격: 8,500&메뉴 이름: 인절미 와플 가격: 9,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F99BE49F0E3D743C3B088CE7C5D782D6B
성북구|293334422|카페루틴|4.1|38건|서울 성북구 보문로34가길 6 1층|영업시간&매일 11:00 ~ 22:00|||#카페 #분위기좋은 #빈티지분위기 #카카오페이 #제로페이|메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 바닐라라떼 가격: 5,500&메뉴 이름: 아인슈페너 가격: 6,000&메뉴 이름: 아이스티 가격: 5,000|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F78A9110BB19A4E5BBA7EEC24D251EB9C
성북구|595329992|더홈서울|3.8|24건|서울 성북구 고려대로1길 87|영업시간&월,수,목,금,토,일 13:00 ~ 22:00&휴무일&화요일||www.instagram.com/the_home_seoul|#커피전문점 #빈티지분위기 #핸드드립전문점|메뉴 이름: 케냐 가격: 6,000&메뉴 이름: 라떼 가격: 6,000&메뉴 이름: 더 홈 카푸치노 (ICED) 가격: 7,000&메뉴 이름: 아이스초코 가격: 6,000&메뉴 이름: 라임에이드 가격: 7,000&메뉴 이름: 레몬블랙티 가격: 7,000|
성북구|327691864|모블러|4.5|35건|서울 성북구 동소문로26다길 26|영업시간&매일 11:00 ~ 21:00||www.instagram.com/kafe_mobler|#카페 #핸드드립전문점 #제로페이|메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 로얄밀크티 가격: 5,000&메뉴 이름: 오가닉 릴렉스 티 가격: 5,500&메뉴 이름: 플레인 휘낭시에 가격: 2,500|//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B4A29D013174A8BBD9C5D722A8C0B56
